ID;CODIGO DE LA ENTIDAD;CODIGO UBIGEO INEI;CODIGO PAIS ;NOMBRE DE LA UO;Fecha;CO (ug/m3);H2S (ug/m3);NO2 (ug/m3);O3 (ug/m3);"PM10 
(ug/m3)";"PM2.5 
(ug/m3)";SO2 (ug/m3);Ruido (dB);UV;Humedad (%);Latitud;Longitud;"Presion 
(Pa)";Temperatura (C);;;;;;
1300;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/09/2020 11:00;0;0;17.91;0.01;21.99;4.51;8.75;100.86;4.01;77.44;-12.10972;-77.05194;100949.49;19.67;;;;;;
1301;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/09/2020 12:00;0;0;3.90;0.75;14.03;4.09;9.01;100.43;5.11;76.37;-12.10972;-77.05194;100899.74;19.87;;;;;;
1302;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/09/2020 13:00;0;0;21.74;0.21;13.83;4.55;8.72;98.58;4.73;78.18;-12.10972;-77.05194;100845.44;19.70;;;;;;
1303;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/09/2020 14:00;0;0;35.88;0;18.02;5.62;8.59;99.75;2.02;78.15;-12.10972;-77.05194;100799.38;19.65;;;;;;
1304;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/09/2020 15:00;0;0;57.84;0;18.63;5.88;8.52;100.66;0.72;77.85;-12.10972;-77.05194;100736.78;19.88;;;;;;
1305;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/09/2020 16:00;0;0;82.90;0;19.16;5.57;8.50;99.98;0.33;76.66;-12.10972;-77.05194;100703.53;20.08;;;;;;
1306;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/09/2020 17:00;36.33;0;94.08;0;33.89;6.17;8.19;102.88;0.20;78.46;-12.10972;-77.05194;100725.79;18.98;;;;;;
1307;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/09/2020 18:00;0;0;117.55;0;82.87;10.73;7.52;108.30;0.05;84.55;-12.10972;-77.05194;100768.91;17.37;;;;;;
1308;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/09/2020 19:00;0;0;131.37;0;93.03;12.35;7.25;106.96;0;89.91;-12.10972;-77.05194;100841.92;16.42;;;;;;
1309;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/09/2020 20:00;0;0;120.11;0;118.87;15.38;7.28;105.06;0;92.29;-12.10972;-77.05194;100908.46;16.25;;;;;;
1310;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/09/2020 21:00;0;0;105.89;0;120.74;15.37;7.26;104.43;0;92.70;-12.10972;-77.05194;100951.59;16.15;;;;;;
1311;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/09/2020 22:00;0;0;97.75;0;137.99;16.48;7.26;104.68;0;92.92;-12.10972;-77.05194;100985.90;16.11;;;;;;
1312;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/09/2020 23:00;0;0;95.15;0;156.27;18.52;7.26;94.19;0;93.90;-12.10972;-77.05194;101002.68;16.09;;;;;;
1313;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 00:00;0;0;87.37;0;163.30;19.17;7.22;97.94;0;94.37;-12.10972;-77.05194;101007.69;16.11;;;;;;
1314;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 01:00;0;0;83.13;0;132.69;16.17;7.22;85.25;0;94.17;-12.10972;-77.05194;100965.83;16.04;;;;;;
1315;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 02:00;0;0;80.71;0;120.81;14.27;7.21;88.52;0;94.13;-12.10972;-77.05194;100898.20;15.86;;;;;;
1316;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 03:00;0;0;79.64;0;131.21;15.40;7.22;80.36;0;95.10;-12.10972;-77.05194;100815.64;15.63;;;;;;
1317;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 04:00;0;0;80.98;0;127.36;15.07;7.19;82.09;0;95.52;-12.10972;-77.05194;100779.65;15.49;;;;;;
1318;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 05:00;0;0;79.30;0;117.27;14.39;7.20;81.75;0;95.42;-12.10972;-77.05194;100767.30;15.46;;;;;;
1319;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 06:00;0;0;83.06;0;121.76;15.97;7.21;86.94;0;95.38;-12.10972;-77.05194;100813.42;15.50;;;;;;
1320;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 07:00;0;0;94.03;0;148.12;17.40;7.25;97.47;0.01;95.70;-12.10972;-77.05194;100911.91;15.59;;;;;;
1321;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 08:00;0;0;89.36;0;104.10;13.95;7.35;94.97;0.30;93.92;-12.10972;-77.05194;101008.02;16.32;;;;;;
1322;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 09:00;0.93;0;75.63;0;54.92;9.03;7.64;102.48;0.66;90.46;-12.10972;-77.05194;101065.91;17.14;;;;;;
1323;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 10:00;0;0;69.61;0;50.71;8.81;7.88;101.15;0.98;87.81;-12.10972;-77.05194;101070.33;17.77;;;;;;
1324;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 11:00;0;0;54.18;0;23.39;5.77;8.05;99.31;1.44;88.02;-12.10972;-77.05194;101067.95;17.78;;;;;;
1325;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 12:00;0;0;50.35;0;26.63;7.34;8.25;100.01;1.72;86.39;-12.10972;-77.05194;101036.32;18.17;;;;;;
1326;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 13:00;0;0;32.91;0;20.98;6.00;8.44;100.27;2.80;85.13;-12.10972;-77.05194;100962.27;18.27;;;;;;
1327;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 14:00;0;0;38.77;0;17.89;5.17;8.44;101.10;2.31;84.31;-12.10972;-77.05194;100924.49;18.58;;;;;;
1328;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 15:00;0;0;69.28;0;28.71;6.60;8.20;98.05;1.40;86.36;-12.10972;-77.05194;100897.69;17.93;;;;;;
1329;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 16:00;0;0;72.22;0;28.63;6.35;8.23;100.23;1.12;83.60;-12.10972;-77.05194;100867.10;18.69;;;;;;
1330;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 17:00;13.32;0;89.05;0;27.36;6.62;8.23;99.97;0.25;79.17;-12.10972;-77.05194;100848.11;19.44;;;;;;
1331;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 18:00;1.18;0;111.12;0;89.23;14.50;7.55;103.49;0.11;88.33;-12.10972;-77.05194;100895.85;17.11;;;;;;
1332;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 19:00;0;0;123.91;0;107.23;14.60;7.32;101.42;0;90.70;-12.10972;-77.05194;100933.80;16.57;;;;;;
1333;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 20:00;0;0;116.94;0;101.70;13.40;7.27;99.79;0;92.39;-12.10972;-77.05194;100961.06;16.29;;;;;;
1334;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 21:00;0;0;116.06;0;133.68;16.23;7.27;95.84;0;93.57;-12.10972;-77.05194;101003.76;16.14;;;;;;
1335;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 22:00;0;0;98.99;0;81.04;11.37;7.28;94.12;0;92.51;-12.10972;-77.05194;101069.20;16.28;;;;;;
1336;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/09/2020 23:00;0;0;93.58;0;100.87;12.24;7.24;100.92;0;93.41;-12.10972;-77.05194;101095.34;16.09;;;;;;
1337;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 00:00;0;0;80.22;0;119.15;13.62;6.69;98.58;0;94.37;-12.10972;-77.05194;101059.07;15.96;;;;;;
1338;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 01:00;0;0;81.26;0;111.82;13.39;7.19;76.71;0;94.56;-12.10972;-77.05194;101001.76;15.86;;;;;;
1339;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 02:00;0;0;79.21;0;97.20;12.56;7.18;87.91;0;95.40;-12.10972;-77.05194;100929.56;15.71;;;;;;
1340;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 03:00;0;0;78.62;0;82.40;11.85;7.19;66.75;0;95.88;-12.10972;-77.05194;100886.80;15.57;;;;;;
1341;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 04:00;0;0;83.97;0;54.26;13.63;7.20;73.79;0;96.41;-12.10972;-77.05194;100876.40;15.26;;;;;;
1342;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 05:00;0;0;84.77;0;104.38;12.59;7.17;74.57;0;97.90;-12.10972;-77.05194;100883.86;15.05;;;;;;
1343;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 06:00;0;0;91.73;0;120.60;14.41;7.19;84.27;0;99.15;-12.10972;-77.05194;100919.95;14.80;;;;;;
1344;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 07:00;0;0;94.69;0;48.74;9.15;7.22;99.12;0.06;99.30;-12.10972;-77.05194;100976.86;14.97;;;;;;
1345;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 08:00;0;0;86.78;0;43.07;11.65;7.25;96.81;0.27;99.30;-12.10972;-77.05194;101045.06;15.17;;;;;;
1346;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 09:00;0;0;86.73;0;41.27;16.89;7.42;102.20;0.60;98.57;-12.10972;-77.05194;101117.68;15.79;;;;;;
1347;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 10:00;2.20;0;62.67;0;30.57;9.19;7.72;96.22;0.91;94.94;-12.10972;-77.05194;101165.43;16.77;;;;;;
1348;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 11:00;0;0;55.17;0;26.03;7.44;7.91;97.51;1.29;90.36;-12.10972;-77.05194;101166.41;17.70;;;;;;
1349;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 12:00;0;0;64.18;0;33.86;8.08;7.92;98.00;0.91;87.03;-12.10972;-77.05194;101144.49;17.98;;;;;;
1350;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 13:00;0;0;88.51;0;33.64;8.53;7.60;95.85;1.06;92.47;-12.10972;-77.05194;101104.52;16.61;;;;;;
1351;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 14:00;0;0;45.80;0;17.47;5.68;8.21;98.80;2.05;89.57;-12.10972;-77.05194;101008.98;17.58;;;;;;
1352;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 15:00;0;0;32.90;0.12;16.14;5.13;8.35;96.16;1.68;84.69;-12.10972;-77.05194;100909.30;18.16;;;;;;
1353;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 16:00;0;0;66.77;0;21.79;5.87;8.03;97.68;0.87;84.95;-12.10972;-77.05194;100840.86;17.64;;;;;;
1354;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 17:00;0;0;94.18;0;25.80;6.37;7.77;100.16;0.51;87.48;-12.10972;-77.05194;100812.68;17.20;;;;;;
1355;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 18:00;0.91;0;107.05;0;84.31;13.08;7.46;103.22;0.10;90.18;-12.10972;-77.05194;100795.09;16.58;;;;;;
1356;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 19:00;0;0;125.83;0;126.00;15.93;7.29;98.73;0;92.06;-12.10972;-77.05194;100802.68;16.05;;;;;;
1357;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 20:00;0;0;119.38;0;129.00;15.79;7.29;98.15;0;94.33;-12.10972;-77.05194;100851.46;15.76;;;;;;
1358;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 21:00;0;0;115.83;0;185.32;19.37;7.24;92.07;0;94.84;-12.10972;-77.05194;100908.00;15.86;;;;;;
1359;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 22:00;0;0;107.84;0;133.15;16.07;7.27;96.46;0;94.48;-12.10972;-77.05194;100944.59;15.89;;;;;;
1360;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/09/2020 23:00;0;0;101.77;0;275.04;25.70;7.23;98.42;0;94.90;-12.10972;-77.05194;100929.93;15.67;;;;;;
1361;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 00:00;0;0;89.97;0;184.41;19.65;7.19;87.71;0;95.99;-12.10972;-77.05194;100874.60;15.41;;;;;;
1362;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 01:00;0;0;84.25;0;102.35;15.58;7.19;87.03;0;96.85;-12.10972;-77.05194;100785.47;15.13;;;;;;
1363;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 02:00;0;0;84.34;0;118.33;17.44;7.20;74.24;0;97.62;-12.10972;-77.05194;100699.40;14.93;;;;;;
1364;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 03:00;0;0;82.81;0;201.74;26.02;7.19;75.19;0;98.17;-12.10972;-77.05194;100626.96;14.78;;;;;;
1365;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 04:00;0;0;85.34;0;205.62;23.96;7.15;72.86;0;98.98;-12.10972;-77.05194;100615.01;14.79;;;;;;
1366;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 05:00;0;0;79.12;0;84.76;14.57;7.17;73.42;0;99.30;-12.10972;-77.05194;100633.68;14.88;;;;;;
1367;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 06:00;0;0;82.95;0;78.16;15.18;7.20;73.02;0;99.30;-12.10972;-77.05194;100668.05;14.76;;;;;;
1368;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 07:00;0;0;88.56;0;60.89;15.47;7.23;88.17;0.02;99.30;-12.10972;-77.05194;100717.89;14.73;;;;;;
1369;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 08:00;0;0;89.81;0;91.43;21.52;7.26;84.90;0.26;99.30;-12.10972;-77.05194;100820.42;14.97;;;;;;
1370;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 09:00;0;0;79.24;0;80.73;20.83;7.36;89.20;0.69;99.15;-12.10972;-77.05194;100878.68;15.63;;;;;;
1371;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 10:00;0;0;53.02;0;91.79;15.45;7.56;89.52;0.98;96.29;-12.10972;-77.05194;100902.72;16.28;;;;;;
1372;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 11:00;0;0;32.96;0;51.33;9.46;8.00;86.60;1.90;90.83;-12.10972;-77.05194;100872.99;17.33;;;;;;
1373;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 12:00;0;0;16.13;0.13;31.09;6.97;8.41;94.11;3.65;86.22;-12.10972;-77.05194;100780.93;18.15;;;;;;
1374;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 13:00;0;0;6.12;5.25;45.35;10.03;8.67;96.13;3.77;78.53;-12.10972;-77.05194;100679.06;19.98;;;;;;
1375;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 14:00;19.10;0;24.95;2.99;54.85;10.84;8.37;103.98;2.04;77.78;-12.10972;-77.05194;100571.35;19.60;;;;;;
1376;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 15:00;0;0;57.77;0.19;48.16;9.87;8.27;95.65;1.05;79.06;-12.10972;-77.05194;100479.99;18.98;;;;;;
1377;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 16:00;0;0;67.47;0;59.36;11.46;8.19;99.59;0.36;79.83;-12.10972;-77.05194;100420.45;18.82;;;;;;
1378;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 17:00;0;0;89.33;0;68.75;13.23;7.85;95.71;0.37;84.98;-12.10972;-77.05194;100426.23;17.51;;;;;;
1379;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 18:00;0;0;103.16;0;85.39;14.99;7.41;87.85;0.09;90.86;-12.10972;-77.05194;100469.01;16.32;;;;;;
1380;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 19:00;0;0;105.29;0;114.08;18.15;7.19;89.73;0;94.11;-12.10972;-77.05194;100566.42;15.84;;;;;;
1381;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 20:00;0;0;102.31;0;200.60;24.17;7.20;89.59;0;95.37;-12.10972;-77.05194;100652.05;16.03;;;;;;
1382;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 21:00;0;0;92.75;0;349.45;36.41;7.21;88.69;0;95.02;-12.10972;-77.05194;100704.86;16.04;;;;;;
1383;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 22:00;0;0;90.07;0;214.35;24.42;7.20;83.70;0;95.11;-12.10972;-77.05194;100715.22;15.81;;;;;;
1384;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/09/2020 23:00;0;0;87.00;0;385.87;36.86;7.20;80.99;0;95.26;-12.10972;-77.05194;100700.05;15.65;;;;;;
1385;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 00:00;0;0;84.80;0;298.44;28.53;7.21;78.49;0;96.36;-12.10972;-77.05194;100620.87;15.50;;;;;;
1386;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 01:00;0;0;83.97;0;210.16;23.33;7.19;73.47;0;97.07;-12.10972;-77.05194;100513.02;15.25;;;;;;
1387;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 02:00;0;0;79.66;0;167.76;20.20;7.20;75.24;0;97.54;-12.10972;-77.05194;100451.32;15.22;;;;;;
1388;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 03:00;0;0;74.91;0;258.61;29.04;7.19;73.41;0;97.30;-12.10972;-77.05194;100391.93;15.22;;;;;;
1389;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 04:00;0;0;73.06;0;124.74;19.80;7.23;73.63;0;96.49;-12.10972;-77.05194;100355.26;15.31;;;;;;
1390;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 05:00;0;0;84.69;0;31.07;11.94;7.25;77.56;0;94.42;-12.10972;-77.05194;100359.56;15.66;;;;;;
1391;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 06:00;0;0;105.75;0;124.98;23.30;7.30;87.24;0;92.90;-12.10972;-77.05194;100408.61;15.88;;;;;;
1392;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 07:00;47.66;0;123.91;0;107.08;25.55;7.46;94.79;0.06;92.89;-12.10972;-77.05194;100482.13;15.98;;;;;;
1393;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 08:00;310.76;4.92;116.72;0;77.14;21.39;7.71;96.04;0.38;90.99;-12.10972;-77.05194;100538.38;16.58;;;;;;
1394;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 09:00;272.96;2.27;95.25;0;77.82;16.12;7.88;97.20;0.72;87.18;-12.10972;-77.05194;100601.86;17.45;;;;;;
1395;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 10:00;102.45;1.00;71.94;0;76.12;13.34;8.03;99.92;1.04;82.37;-12.10972;-77.05194;100656.29;18.38;;;;;;
1396;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 11:00;0.11;0;43.35;0;99.97;15.05;8.20;98.36;1.67;80.21;-12.10972;-77.05194;100664.10;18.76;;;;;;
1397;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 12:00;0;0;32.49;0;117.81;17.50;8.36;103.02;2.16;79.44;-12.10972;-77.05194;100647.74;18.86;;;;;;
1398;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 13:00;0;0;43.11;0;65.16;11.84;8.36;97.63;2.26;79.71;-12.10972;-77.05194;100603.18;18.86;;;;;;
1399;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 14:00;0;0;31.02;0.42;46.72;9.75;8.52;100.92;2.25;78.82;-12.10972;-77.05194;100531.79;19.08;;;;;;
1400;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 15:00;0;0;54.74;0;58.33;11.06;8.31;99.75;1.48;80.68;-12.10972;-77.05194;100471.33;18.62;;;;;;
1401;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 16:00;0;0;88.98;0;65.05;11.40;8.04;99.08;1.05;84.85;-12.10972;-77.05194;100433.58;18.10;;;;;;
1402;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 17:00;0.45;0;102.42;0;132.89;19.19;7.73;99.47;0.42;88.92;-12.10972;-77.05194;100433.08;17.19;;;;;;
1403;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 18:00;0;0;116.32;0;222.24;23.94;7.36;103.32;0.06;91.40;-12.10972;-77.05194;100474.66;16.48;;;;;;
1404;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 19:00;0;0;118.89;0;315.36;32.10;7.26;96.68;0;91.70;-12.10972;-77.05194;100533.75;16.24;;;;;;
1405;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 20:00;0;0;113.60;0;286.10;30.48;7.30;100.67;0;94.08;-12.10972;-77.05194;100619.54;15.90;;;;;;
1406;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 21:00;0;0;110.74;0;365.61;34.97;7.26;91.49;0;95.12;-12.10972;-77.05194;100707.11;16.00;;;;;;
1407;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 22:00;0;0;95.52;0;369.66;36.38;7.22;99.76;0;95.42;-12.10972;-77.05194;100752.33;16.12;;;;;;
1408;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/09/2020 23:00;0;0;89.81;0;320.62;33.09;7.20;96.82;0;96.02;-12.10972;-77.05194;100744.50;16.08;;;;;;
1409;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 00:00;0;0;83.25;0;309.70;32.59;7.20;83.20;0;96.94;-12.10972;-77.05194;100693.09;15.90;;;;;;
1410;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 01:00;0;0;81.37;0;225.83;29.55;7.23;79.52;0;95.68;-12.10972;-77.05194;100589.16;15.85;;;;;;
1411;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 02:00;0;0;81.26;0;231.38;32.42;7.26;84.49;0;94.87;-12.10972;-77.05194;100502.38;15.77;;;;;;
1412;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 03:00;0;0;82.58;0;93.44;16.91;7.19;68.12;0;94.89;-12.10972;-77.05194;100464.08;15.62;;;;;;
1413;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 04:00;0;0;75.48;0;95.68;14.34;7.19;73.79;0;94.86;-12.10972;-77.05194;100453.63;15.51;;;;;;
1414;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 05:00;0;0;71.64;0;67.38;12.62;7.24;78.08;0;94.71;-12.10972;-77.05194;100462.75;15.41;;;;;;
1415;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 06:00;0;0;79.21;0;83.43;14.87;7.22;89.71;0;95.08;-12.10972;-77.05194;100510.68;15.37;;;;;;
1416;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 07:00;0;0;91.99;0;54.29;10.91;7.22;95.22;0;95.28;-12.10972;-77.05194;100560.94;15.38;;;;;;
1417;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 08:00;0;0;86.84;0;36.30;7.99;7.24;97.71;0.24;95.50;-12.10972;-77.05194;100625.12;15.50;;;;;;
1418;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 09:00;0;0;74.04;0;28.68;7.43;7.35;99.10;0.66;94.65;-12.10972;-77.05194;100674.73;15.78;;;;;;
1419;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 10:00;0;0;71.60;0;29.28;7.35;7.48;100.07;0.86;93.81;-12.10972;-77.05194;100747.60;16.05;;;;;;
1420;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 11:00;0;0;54.35;0;27.54;8.61;7.87;99.44;1.44;90.87;-12.10972;-77.05194;100771.45;16.98;;;;;;
1421;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 12:00;0;0;31.42;0.01;22.29;5.85;8.42;100.26;2.28;87.54;-12.10972;-77.05194;100721.23;18.07;;;;;;
1422;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 13:00;0;0;27.86;0.33;46.17;8.94;8.45;103.58;2.16;87.01;-12.10972;-77.05194;100648.37;17.93;;;;;;
1423;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 14:00;0;0;63.64;0;30.30;7.42;8.14;98.00;1.58;88.50;-12.10972;-77.05194;100570.06;17.61;;;;;;
1424;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 15:00;0;0;74.45;0;71.91;11.33;8.07;107.72;1.28;84.55;-12.10972;-77.05194;100513.46;18.29;;;;;;
1425;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 16:00;0;0;65.99;0;106.47;14.95;8.20;109.00;0.93;78.74;-12.10972;-77.05194;100501.66;19.51;;;;;;
1426;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 17:00;0;0;77.56;0;98.54;14.50;8.01;110.95;0.69;80.04;-12.10972;-77.05194;100554.45;18.64;;;;;;
1427;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 18:00;0;0;112.99;0;121.97;16.11;7.41;110.29;0.10;87.26;-12.10972;-77.05194;100654.60;17.13;;;;;;
1428;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 19:00;7.57;0;120.70;0;129.03;16.17;7.28;104.48;0;89.72;-12.10972;-77.05194;100730.49;16.75;;;;;;
1429;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 20:00;0;0;115.78;0;150.36;18.11;7.25;101.69;0;90.97;-12.10972;-77.05194;100799.60;16.63;;;;;;
1430;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 21:00;0;0;106.49;0;140.49;16.68;7.27;96.11;0;91.15;-12.10972;-77.05194;100862.48;16.64;;;;;;
1431;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 22:00;0;0;96.29;0;137.13;15.81;7.25;95.01;0;90.58;-12.10972;-77.05194;100895.76;16.58;;;;;;
1432;10069;150122;PE;Subgerencia de Desarrollo Ambiental;29/09/2020 23:00;0;0;91.37;0;172.04;18.83;7.23;96.53;0;91.43;-12.10972;-77.05194;100894.38;16.40;;;;;;
1433;10069;150122;PE;Subgerencia de Desarrollo Ambiental;30/09/2020 00:00;0;0;82.92;0;149.33;16.96;7.20;95.62;0;91.78;-12.10972;-77.05194;100863.12;16.29;;;;;;
